corp_name,stock_code
부산산업,011390
부산주공,005030
비비안,002070
비상교육,100220
비에이치,090460
빙그레,005180
사조대림,003960
사조동아원,008040
사조산업,007160
사조씨푸드,014710
사조오양,006090
산일전기,062040
삼부토건,001470
삼성E&A,028050
삼성FN리츠,448730
삼성SDI,006400
삼성공조,006660
삼성물산,028260
삼성바이오로직스,207940
삼성생명,032830
삼성에스디에스,018260
삼성전기,009150
삼성전자,005930
삼성제약,001360
삼성중공업,010140
삼성증권,016360
삼성출판사,068290
삼성카드,029780
삼성화재해상보험,000810
삼아알미늄,006110
삼양사,145990
삼양식품,003230
삼양통상,002170
삼양패키징,272550
삼양홀딩스,000070
삼영,003720
삼영무역,002810
삼영전자공업,005680
삼원강재,023000
삼익THK,004380
삼익악기,002450
삼일씨엔에스,004440
삼일제약,000520
삼정펄프,009770
삼진제약,005500
삼천리,004690
삼호개발,010960
삼화왕관,004450
삼화전기,009470
삼화전자공업,011230
삼화콘덴서공업,001820
삼화페인트공업,000390
상상인증권,001290
상신브레이크,041650
새론오토모티브,075180
샘표,007540
샘표식품,248170
서연,007860
서연이화,200880
서울도시가스,017390
서울보증보험,031210
서울식품공업,004410
서원,021050
서흥,008490
선도전기,007610
선진,136490
성문전자,014910
성신양회,004980
성안머티리얼스,011300
성창기업지주,000180
세기상사,002420
세방,004360
세방전지,004490
세아베스틸지주,001430
세아제강,306200
세아제강지주,003030
세아특수강,019440
세아홀딩스,058650
세우글로벌,013000
세원이앤씨,091090
세원정공,021820
세이브존I&C,067830
세진중공업,075580
셀트리온,068270
솔루스첨단소재,336370
솔루엠,248070
송원산업,004430
수산세보틱스,017550
수산인더스트리,126720
스타에스엠리츠,204210
스틱인베스트먼트,026890
시디즈,134790
시알홀딩스,000480
시프트업,462870
신대양제지,016590
신도리코,029530
신라교역,004970
신성이엔지,011930
신성통상,005390
신세계,004170
신세계I&C,035510
신세계인터내셔날,031430
신세계푸드,031440
신송홀딩스,006880
신영와코루,005800
신영증권,001720
신원,009270
신일전자,002700
신풍,002870
신풍제약,019170
신한글로벌액티브리츠,481850
신한서부티엔디리츠,404990
신한알파리츠,293940
신한지주,055550
신흥,004080
쌍방울,102280
써니전자,004770
쏘카,403550
씨아이테크,004920
씨에스윈드,112610
씨케이솔루션,480370
씨티알모빌리티,308170
아남전자,008700
아모레퍼시픽,090430
아모레퍼시픽홀딩스,002790
아세아,002030
아세아시멘트,183190
아세아제지,002310
아센디오,012170
아시아나IDT,267850
아시아나항공,020560
아이마켓코리아,122900
아이에스동서,010780
아이에이치큐,003560
아이티센씨티에스,031820
아주스틸,139990
아진전자부품,009320
알루코,001780
애경산업,018250
애경케미칼,161000
에넥스,011090
에스디바이오센서,137310
에스엘,005850
에스엠벡셀,010580
에스원,012750
에스제이엠,123700
에스제이엠홀딩스,025530
에스케이바이오팜,326030
에쓰씨엔지니어링,023960
에어부산,298690
에이리츠,140910
에이블씨엔씨,078520
에이엔피,015260
에이프로젠,007460
에이프로젠바이오로직스,003060
에이플러스에셋,244920
에이피알,278470
에코프로머티,450080
엑시큐어하이트론,019490
엔씨소프트,036570
엔에이치엔,181710
엔케이,085310
엔피씨,004250
엘브이엠씨,900140
엘앤에프,066970
엘에스일렉트릭,010120
엠씨넥스,097520
엠앤씨솔루션,484870
영보화학,014440
영원무역,111770
영원무역홀딩스,009970
영진약품,003520
영풍,000670
영풍제지,006740
영화금속,012280
영흥,012160
오뚜기,007310
오리엔트바이오,002630
오리온,271560
오리온홀딩스,001800
온타이드,005320
와이투솔루션,011690
우리금융지주,316140
우성,006980
우신시스템,017370
우진,105840
우진아이엔에스,010400
우진플라임,049800
웅진,016880
웅진씽크빅,095720
원림,005820
웰바이오텍,010600
윌비스,008600
유나이티드,033270
유니드,014830
유니드비티플러스,446070
유니온,000910
유니온머티리얼,047400
유니켐,011330
유니퀘스트,077500
유성기업,002920
유수홀딩스,000700
유안타증권,003470
유엔젤,072130
유유제약,000220
유진증권,001200
유한양행,000100
유화증권,003460
율촌화학,008730
이건산업,008250
이구산업,025820
이노션,214320
이리츠코크렙,088260
이마트,139480
이수스페셜티케미컬,457190
이수페타시스,007660
이수화학,005950
이스타코,015020
이아이디,093230
이엔플러스,074610
이연제약,102460
이월드,084680
이지스레지던스리츠,350520
이지스밸류플러스리츠,334890
이화산업,000760
인디에프,014990
인바이오젠,101140
인스코비,006490
인지컨트롤스,023800
인천도시가스,034590
인터지스,129260
인팩,023810
일동제약,249420
일동홀딩스,000230
일성건설,013360
일성아이에스,003120
일신방직,003200
일신석재,007110
일양약품,007570
일정실업,008500
일진다이아,081000
일진디스플,020760
일진전기,103590
일진하이솔루스,271940
일진홀딩스,015860
잇츠한불,226320
자이에스앤디,317400
자화전자,033240
전방,000950
전진건설로봇,079900
제이알글로벌리츠,348950
제이에스코퍼레이션,194370
제이준코스메틱,025620
제일기획,030000
제일약품,271980
제일연마,001560
제일파마홀딩스,002620
제주은행,006220
제주항공,089590
조광페인트,004910
조광피혁,004700
조비,001550
조선내화,462520
조선선재,120030
조일알미늄,018470
조흥,002600
종근당,185750
종근당바이오,063160
종근당홀딩스,001630
주성코퍼레이션,109070
주연테크,044380
지누스,013890
지엠비코리아,013870
지역난방공사,071320
진도,088790
진양산업,003780
진양폴리우레탄,010640
진양홀딩스,100250
진양화학,051630
진에어,272450
진원생명과학,011000
진흥기업,002780
참엔지니어링,009310
천일고속,000650
체시스,033250
카카오,035720
카카오뱅크,323410
카카오페이,377300
카프로,006380
케이비아이동국실업,001620
케이씨,029460
케이씨씨,002380
케이씨씨글라스,344820
케이씨텍,281820
케이씨티시,009070
케이카,381970
케이탑리츠,145270
케이티,030200
케이티스카이라이프,053210
케이티앤지,033780
코람코더원리츠,417310
코람코라이프인프라리츠,357120
코리아써키트,007810
코리안리,003690
코스맥스,192820
코스맥스비티아이,044820
코스모신소재,005070
코스모화학,005420
코아스,071950
코오롱,002020
코오롱ENP,138490
코오롱글로벌,003070
코오롱모빌리티그룹,450140
코오롱인더,120110
코웨이,021240
콘텐트리중앙,036420
콜마홀딩스,024720
쿠쿠홀딩스,192400
쿠쿠홈시스,284740
크라운제과,264900
크라운해태홀딩스,005740
크래프톤,259960
키다리스튜디오,020120
키움증권,039490
태경비케이,014580
태경산업,015890
태경케미컬,006890
태광산업,003240
태림포장,011280
태양금속공업,004100
태영건설,009410
태원물산,001420
테이팩스,055490
텔코웨어,078000
토니모리,214420
티비에이치글로벌,084870
티에이치엔,019180
티와이홀딩스,363280
티웨이항공,091810
티웨이홀딩스,004870
티케이지휴켐스,069260
파라다이스,034230
파미셀,005690
팜스코,036580
팜젠사이언스,004720
팬오션,028670
퍼스텍,010820
퍼시스,016800
페이퍼코리아,001020
평화산업,090080
평화홀딩스,010770
포스코DX,022100
포스코스틸리온,058430
포스코인터내셔널,047050
포스코퓨처엠,003670
풀무원,017810
풍산,103140
풍산홀딩스,005810
프레스티지바이오파마,950210
플레이그램,009810
하나금융지주,086790
하나제약,293480
하나투어,039130
하이브,352820
하이스틸,071090
하이트진로,000080
하이트진로홀딩스,000140
한국ANKOR유전,152550
한국가스공사,036460
한국공항,005430
한국금융지주,071050
한국내화,010040
한국단자공업,025540
한국무브넥스,010100
한국석유공업,004090
한국수출포장공업,002200
한국쉘석유,002960
한국앤컴퍼니,000240
한국자산신탁,123890
한국전력공사,015760
한국전자홀딩스,006200
한국제지,027970
한국종합기술,023350
한국주강,025890
한국주철관공업,000970
한국철강,104700
한국카본,017960
한국콜마,161890
한국타이어앤테크놀로지,161390
한국토지신탁,034830
한국특강,007280
한국항공우주,047810
한국화장품,123690
한국화장품제조,003350
한농화성,011500
한독,002390
한미글로벌,053690
한미반도체,042700
한미사이언스,008930
한미약품,128940
한샘,009240
한섬,020000
한성기업,003680
한세실업,105630
한세엠케이,069640
한세예스24홀딩스,016450
한솔로지스틱스,009180
한솔제지,213500
한솔케미칼,014680
한솔테크닉스,004710
한솔피엔에스,010420
한솔홀딩스,004150
한솔홈데코,025750
한신공영,004960
한신기계공업,011700
한양증권,001750
한온시스템,018880
한올바이오파마,009420
한익스프레스,014130
한일시멘트,300720
한일철강,002220
한일현대시멘트,006390
한일홀딩스,003300
한전KPS,051600
한전기술,052690
한전산업,130660
한진,002320
한진중공업홀딩스,003480
한진칼,180640
한창,005110
한창제지,009460
한컴라이프케어,372910
한화,000880
한화갤러리아,452260
한화리츠,451800
한화비전,489790
한화생명,088350
한화손해보험,000370
한화솔루션,009830
한화시스템,272210
한화에어로스페이스,012450
한화엔진,082740
한화오션,042660
한화투자증권,003530
해성디에스,195870
해태제과식품,101530
핸즈코퍼레이션,143210
현대건설,000720
현대그린푸드,453340
현대글로비스,086280
현대로템,064350
현대리바트,079430
현대모비스,012330
현대백화점,069960
현대비앤지스틸,004560
현대약품,004310
현대엘리베이터,017800
현대오토에버,307950
현대위아,011210
현대자동차,005380
현대제철,004020
현대지에프홀딩스,005440
현대차증권,001500
현대코퍼레이션,011760
현대코퍼레이션홀딩스,227840
현대퓨처넷,126560
현대해상,001450
현대홈쇼핑,057050
형지엘리트,093240
혜인,003010
호전실업,111110
호텔신라,008770
화승알앤에이,378850
화승엔터프라이즈,241590
화승인더스트리,006060
화승코퍼레이션,013520
화신,010690
화인베스틸,133820
화천기계,010660
화천기공,000850
환인제약,016580
황금에스티,032560
효성,004800
효성 ITX,094280
효성중공업,298040
효성티앤씨,298020
효성화학,298000
후성,093370
휴니드테크놀러지스,005870
휴비스,079980
휴스틸,005010
흥국화재,000540
흥아해운,003280
