corp_name,stock_code
디에스케이,109740
디에이치엑스컴퍼니,031860
디에이테크놀로지,196490
디에이피,066900
디엔에프,092070
디오,039840
디와이디,219550
디와이씨,310870
디와이피엔에프,104460
디이엔티,079810
디젠스,113810
디지아이,043360
디지캡,197140
디지털대성,068930
디지틀조선,033130
디케이락,105740
디케이앤디,263020
디케이티,290550
디티씨,066670
디티앤씨,187220
디티앤씨알오,383930
딜리,131180
딥노이드,315640
딥마인드,223310
라닉스,317120
라메디텍,462510
라온시큐어,042510
라온테크,232680
라온텍,418420
라온피플,300120
라이온켐텍,171120
라이콤,388790
라파스,214260
램테크놀러지,171010
랩지노믹스,084650
러셀,217500
레드캡투어,038390
레몬,294140
레뷰코퍼레이션,443250
레이,228670
레이언스,228850
레이저쎌,412350
레이저옵텍,199550
레이크머티리얼즈,281740
레인보우로보틱스,277810
로보로보,215100
로보스타,090360
로보티즈,108490
로스웰,900260
로지시스,067730
로체시스템즈,071280
로킷헬스케어,376900
루닛,328130
루멘스,038060
루미르,474170
리가켐바이오,141080
리노공업,058470
리더스코스메틱,016100
리드코프,012700
리메드,302550
리튬포어스,073570
리파인,377450
린드먼아시아,277070
링네트,042500
링크드,193250
링크제니시스,219420
마녀공장,439090
마니커에프앤지,195500
마음AI,377480
마이크로디지탈,305090
마이크로컨텍솔,098120
마이크로투나노,424980
마크로젠,038290
매일유업,267980
매일홀딩스,005990
매커스,093520
머큐리,100590
멀티캠퍼스,067280
메가스터디,072870
메가스터디교육,215200
메가엠디,133750
메가터치,446540
메드팩토,235980
메디아나,041920
메디앙스,014100
메디콕스,054180
메디톡스,086900
메디포스트,078160
메쎄이상,408920
메이슨캐피탈,021880
메지온,140410
메카로,241770
메타바이오메드,059210
멕아이씨에스,058110
모니터랩,434480
모다이노칩,080420
모델솔루션,417970
모두투어,080160
모바일어플라이언스,087260
모베이스,101330
모베이스전자,012860
모비데이즈,363260
모비릭스,348030
모비스,250060
모아데이타,288980
모아라이프플러스,142760
모아텍,033200
모코엠시스,333050
모트렉스,118990
모티브링크,463480
모헨즈,006920
무림SP,001810
미디어젠,279600
미래나노텍,095500
미래반도체,254490
미래생명자원,218150
미래에셋드림스팩1호,442900
미래에셋벤처투자,100790
미래에셋비전스팩2호,446190
미래에셋비전스팩3호,448830
미래에셋비전스팩4호,477380
미래에셋비전스팩5호,477470
미래에셋비전스팩6호,478440
미래에셋비전스팩7호,482680
미래컴퍼니,049950
미스터블루,207760
미코,059090
미투온,201490
미트박스,475460
민테크,452200
바디텍메드,206640
바른손,018700
바른손이앤에이,035620
바이넥스,053030
바이브컴퍼니,301300
바이오니아,064550
바이오다인,314930
바이오솔루션,086820
바이오스마트,038460
바이오에프디엔씨,251120
바이오인프라,199730
바이오톡스텍,086040
바이오플러스,099430
바이온,032980
바이젠셀,308080
바텍,043150
박셀바이오,323990
배럴,267790
백금T&A,046310
밸로프,331520
뱅크웨어글로벌,199480
버넥트,438700
버킷스튜디오,066410
범한퓨얼셀,382900
베노티앤알,206400
베뉴지,019010
베셀,177350
벡트,457600
벨로크,424760
보광산업,225530
보라티알,250000
보로노이,310210
보성파워텍,006910
본느,226340
부방,014470
부스타,008470
뷰노,338220
뷰웍스,100120
뷰티스킨,406820
브레인즈컴퍼니,099390
브리지텍,064480
브릿지바이오,288330
브이씨,365900
브이엠,089970
브이원텍,251630
브이티,018290
블랙야크아이앤씨,478560
블루엠텍,439580
블루콤,033560
블리츠웨이엔터테인먼트,369370
비나텍,126340
비덴트,121800
비보존 제약,082800
비비씨,318410
비스토스,419540
비씨엔씨,146320
비씨월드제약,200780
비아이매트릭스,413640
비아트론,141000
비에이치아이,083650
비엔케이제1호스팩,445360
비엔케이제2호스팩,473370
비엘팜텍,065170
비엠티,086670
비올,335890
비유테크놀러지,230980
비츠로셀,082920
비츠로시스,054220
비츠로테크,042370
비케이홀딩스,050090
비큐AI,148780
비투엔,307870
비트맥스,377030
비트컴퓨터,032850
비피도,238200
빅솔론,093190
빅텍,065450
빌리언스,044480
빛과전자,069540
빛샘전자,072950
삐아,451250
사람인,143240
사이냅소프트,466410
사피엔반도체,452430
산돌,419120
삼기,122350
삼기에너지솔루션즈,419050
삼륭물산,014970
삼목에스폼,018310
삼보모터스,053700
삼보산업,009620
삼보판지,023600
삼성스팩7호,439250
삼성스팩8호,448740
삼성스팩9호,468510
삼아제약,009300
삼양엔씨켐,482630
삼양케이씨아이,036670
삼영에스앤씨,361670
삼영엠텍,054540
삼영이엔씨,065570
삼일,032280
삼일기업공사,002290
삼지전자,037460
삼진,032750
삼진엘앤디,054090
삼천당제약,000250
삼천리자전거,024950
삼표시멘트,038500
삼현,437730
삼현철강,017480
삼화네트웍스,046390
상보,027580
상상인,038540
상상인제4호스팩,452670
상신이디피,091580
상신전자,263810
상아프론테크,089980
상지건설,042940
새로닉스,042600
새빗켐,107600
샌즈랩,411080
샘씨엔에스,252990
샤페론,378800
서남,294630
서린바이오,038070
서부T&D,006730
서산,079650
서암기계공업,100660
서연탑메탈,019770
서울리거,043710
서울바이오시스,092190
서울반도체,046890
서울옥션,063170
서울전자통신,027040
서울제약,018680
서울평가정보,036120
서원인텍,093920
서전기전,189860
서진시스템,178320
서진오토모티브,122690
서플러스글로벌,140070
서한,011370
서호전기,065710
서희건설,035890
석경에이티,357550
선광,003100
선바이오,067370
선샤인푸드,217620
선익시스템,171090
선진뷰티사이언스,086710
성광벤드,014620
성도이엔지,037350
성우,458650
성우전자,081580
성우테크론,045300
성우하이텍,015750
성일하이텍,365340
성창오토텍,080470
성호전자,043260
세경하이테크,148150
세니젠,188260
세동,053060
세림B&G,340440
세명전기,017510
세보엠이씨,011560
세아메카닉스,396300
세운메디칼,100700
세원물산,024830
세종메디칼,258830
세종텔레콤,036630
세중,039310
세진티에스,067770
세코닉스,053450
세토피아,222810
세화피앤씨,252500
센서뷰,321370
센코,347000
셀레믹스,331920
셀레스트라,352770
셀로맥스사이언스,471820
셀루메드,049180
셀리드,299660
셀바스AI,108860
셀바스헬스케어,208370
셀바이오휴먼텍,318160
셀비온,308430
셀트리온제약,068760
셀피글로벌,068940
소노스퀘어,007720
소니드,060230
소룩스,290690
소마젠,950200
소프트센,032680
소프트캠프,258790
손오공,066910
솔디펜스,215090
솔본,035610
솔브레인,357780
솔브레인홀딩스,036830
솔트룩스,304100
솔트웨어,328380
쇼박스,086980
수산아이앤티,050960
수성웹툰,084180
수젠텍,253840
슈어소프트테크,298830
슈프리마,236200
슈프리마에이치큐,094840
슈피겐코리아,192440
스마트레이더시스템,424960
스맥,099440
스코넥,276040
스킨앤스킨,159910
스타코링크,060240
스타플렉스,115570
스톤브릿지벤처스,330730
스톰테크,352090
스튜디오드래곤,253450
스튜디오미르,408900
스튜디오산타클로스,204630
스튜디오삼익,415380
스페코,013810
스피어,347700
승일,049830
시공테크,020710
시그네틱스,033170
시너지이노베이션,048870
시노펙스,025320
시선AI,340810
시스웍,269620
시지메드텍,056090
시지트로닉스,429270
시큐레터,418250
시큐브,131090
신도기연,290520
신라섬유,001000
신라에스지,025870
신라젠,215600
신성델타테크,065350
신성에스티,416180
신스틸,162300
신시웨이,290560
신신제약,002800
신영스팩10호,472220
신영스팩8호,430220
신영스팩9호,445970
신원종합개발,017000
신일제약,012790
신진에스엠,138070
신테카바이오,226330
신한제11호스팩,452980
신한제12호스팩,474660
신한제13호스팩,474930
신한제14호스팩,487360
신한제15호스팩,487830
신화인터텍,056700
신화콘텍,187270
신흥에스이씨,243840
실리콘투,257720
심텍,222800
심텍홀딩스,036710
심플랫폼,444530
싸이맥스,160980
싸이버원,356890
싸이토젠,217330
썸에이지,208640
쎄노텍,222420
쎄니트,037760
쎄크,081180
쎄트렉아이,099320
쎌바이오텍,049960
쏘닉스,088280
쏠리드,050890
쓰리빌리언,394800
쓰리에이로직스,177900
씨메스,475400
씨싸이트,109670
씨씨에스,066790
씨아이에스,222080
씨앤씨인터내셔널,352480
씨앤지하이테크,264660
씨앤투스,352700
씨어스테크놀로지,458870
씨에스베어링,297090
씨엑스아이,900120
씨엔알리서치,359090
씨엔플러스,115530
씨유메디칼,115480
씨유테크,376290
씨이랩,189330
씨젠,096530
씨큐브,101240
씨티씨바이오,060590
씨티케이,260930
씨피시스템,413630
아가방컴퍼니,013990
아나패스,123860
아난티,025980
아모그린텍,125210
아모센스,357580
아모텍,052710
아미노로직스,074430
아미코젠,092040
아바코,083930
아바텍,149950
아비코전자,036010
아세아텍,050860
아셈스,136410
아스타,246720
아스테라시스,450950
아스트,067390
아스플로,159010
아시아경제,127710
아시아종묘,154030
아우딘퓨쳐스,227610
아이디스,143160
아이디스홀딩스,054800
아이디피,332370
아이비김영,339950
아이비젼웍스,469750
아이빔테크놀로지,460470
아이센스,099190
아이스크림미디어,461300
아이스크림에듀,289010
아이쓰리시스템,214430
아이씨디,040910
아이씨에이치,368600
아이씨티케이,456010
아이앤씨,052860
아이언디바이스,464500
아이에스티이,212710
아이에이,038880
아이엘,307180
아이엠,101390
아이엠비디엑스,461030
아이엠티,451220
아이윈,090150
아이윈플러스,123010
아이즈비전,031310
아이지넷,462980
아이진,185490
아이컴포넌트,059100
아이퀘스트,262840
아이큐어,175250
아이크래프트,052460
아이텍,119830
아이톡시,052770
아이티센글로벌,124500
아이티센엔텍,010280
아이티센피엔에스,232830
아이티아이즈,372800
아이티엠반도체,084850
아이패밀리에스씨,114840
아주IB투자,027360
아즈텍WB,032080
아진산업,013310
아진엑스텍,059120
아크솔루션스,203690
아톤,158430
아티스트스튜디오,200350
아티스트컴퍼니,321820
안국약품,001540
안랩,053800
안트로젠,065660
알로이스,297570
알리코제약,260660
알멕,354320
알비더블유,361570
알서포트,131370
알에스오토메이션,140670
알에프세미,096610
알에프텍,061040
알엔투테크놀로지,148250
알체라,347860
알테오젠,196170
알톤,123750
알티캐스트,085810
알파녹스,043100
알파칩스,117670
알피바이오,314140
압타머사이언스,291650
압타바이오,293780
애니플러스,310200
애드바이오텍,179530
애머릿지,900100
액토즈소프트,052790
액트로,290740
앤디포스,238090
앤씨앤,092600
앱코,129890
앱클론,174900
앱트뉴로사이언스,270520
야스,255440
양지사,030960
어보브반도체,102120
얼라인드,238120
에너토크,019990
에르코스,435570
에브리봇,270660
에스넷,038680
에스디생명공학,217480
에스디시스템,121890
에스바이오메딕스,304360
에스비비테크,389500
에스씨디,042110
에스씨엠생명과학,298060
에스아이리소스,065420
에스앤더블류,103230
에스앤디,260970
에스앤에스텍,101490
에스에너지,095910
에스에스알,275630
에스에이엠티,031330
에스에이티,060540
에스에프에이,056190
에스엘에스바이오,246250
에스엠,041510
에스엠씨지,460870
에스엠코어,007820
에스오에스랩,464080
에스와이,109610
에스와이스틸텍,365330
에스유앤피,019590
에스제이그룹,306040
에스지헬스케어,398120
에스켐,475660
에스코넥,096630
에스텍,069510
에스트래픽,234300
에스티아이,039440
에스티오,098660
에스티큐브,052020
에스티팜,237690
에스폴리텍,050760
에스퓨얼셀,288620
에스피소프트,443670
에스피시스템스,317830
에스피지,058610
에쎈테크,043340
에어레인,163280
에이디칩스,054630
에이디테크놀로지,200710
에이럭스,475580
에이루트,096690
에이비엘바이오,298380
에이비온,203400
에이비프로바이오,195990
에이스침대,003800
에이스테크,088800
에이스토리,241840
에이아이코리아,364950
에이에스텍,453860
에이에프더블류,312610
에이엘티,172670
에이유브랜즈,481070
에이직랜드,445090
에이치브이엠,295310
에이치시티,072990
에이치엔에스하이텍,044990
에이치엘사이언스,239610
에이치엠넥스,036170
에이치엠씨제6호스팩,462020
에이치엠씨제7호스팩,477340
에이치와이티씨,148930
에이치이엠파마,376270
에이치케이,044780
에이치피오,357230
에이텀,355690
에이테크솔루션,071670
에이텍,045660
에이텍모빌리티,224110
에이티넘인베스트,021080
에이팩트,200470
에이프로,262260
에이프릴바이오,397030
에치에프알,230240
에코마케팅,230360
에코바이오,038870
에코볼트,097780
에코아이,448280
에코앤드림,101360
에코캡,128540
에코프로,086520
에코프로비엠,247540
에코프로에이치엔,383310
에코플라스틱,038110
에프알텍,073540
에프앤가이드,064850
에프에스티,036810
에프엔씨엔터,173940
에프엔에스테크,083500
엑사이엔씨,054940
엑세스바이오,950130
엑셀세라퓨틱스,373110
엑셈,205100
엑스게이트,356680
엑스큐어,070300
엑스페릭스,317770
엑스플러스,373200
엑시온그룹,069920
엑시콘,092870
엔바이오니아,317870
엔브이에이치코리아,067570
엔비티,236810
엔시스,333620
엔시트론,101400
엔에스이엔엠,078860
엔에이치스팩24호,437780
엔에이치스팩25호,438580
엔에이치스팩26호,439410
엔에이치스팩27호,440820
엔에이치스팩29호,451700
엔에이치스팩30호,466910
엔에이치스팩31호,481890
엔에프씨,265740
엔젠바이오,354200
엔젤로보틱스,455900
엔젯,419080
엔지스테크널러지,208860
엔지켐생명과학,183490
엔케이맥스,182400
엔켐,348370
엔텔스,069410
엔투텍,227950
엔피,291230
엔피디,198080
엔피케이,048830
엘디티,096870
엘앤씨바이오,290650
엘앤케이바이오,156100
엘엠에스,073110
엘오티베큠,083310
엘컴텍,037950
엘케이켐,489500
엘티씨,170920
엠게임,058630
엠디바이스,226590
엠로,058970
엠브레인,169330
엠아이큐브솔루션,373170
엠아이텍,179290
엠에스씨,009780
엠에스오토텍,123040
엠에프씨,432980
엠에프엠코리아,323230
엠오티,413390
엠젠솔루션,032790
엠케이전자,033160
엠투아이,347890
엠투엔,033310
엠플러스,259630
엣지파운드리,105550
영림원소프트랩,060850
영우디에스피,143540
영화테크,265560
예림당,036000
예선테크,250930
예스24,053280
예스티,122640
오가노이드사이언스,476040
오가닉티코스메틱,900300
오공,045060
오늘이엔엠,192410
오디텍,080520
오로라,039830
오로스테크놀로지,322310
오르비텍,046120
오름테라퓨틱,475830
오리엔탈정공,014940
오리엔트정공,065500
오리콤,010470
오브젠,417860
오비고,352910
오상자이엘,053980
오상헬스케어,036220
오성첨단소재,052420
오션인더블유,052300
오스코텍,039200
오스테오닉,226400
오스템,031510
오에스피,368970
오이솔루션,138080
오킨스전자,080580
오텍,067170
오토앤,353590
오파스넷,173130
오픈놀,440320
오픈베이스,049480
오픈엣지테크놀로지,394280
오하임앤컴퍼니,309930
온코닉테라퓨틱스,476060
온코크로스,382150
올리패스,244460
올릭스,226950
옴니시스템,057540
옵투스제약,131030
옵트론텍,082210
옵티시스,109080
옵티코어,380540
옵티팜,153710
와이랩,432430
와이바이오로직스,338840
와이솔,122990
와이씨,232140
와이씨켐,112290
와이어블,065530
와이엔텍,067900
와이엠,007530
와이엠씨,155650
와이엠텍,273640
와이엠티,251370
와이오엠,066430
와이제이링크,209640
와이즈넛,096250
와이즈버즈,273060
와이지-원,019210
와이지엔터테인먼트,122870
와토스코리아,079000
우듬지팜,403490
우리기술,032820
우리기술투자,041190
우리넷,115440
우리로,046970
우리바이오,082850
우리산업,215360
우리산업홀딩스,072470
우리손에프앤지,073560
우리엔터프라이즈,037400
우리이앤엘,153490
우림피티에스,101170
우수AMS,066590
우양,103840
우양에이치씨,101970
우원개발,046940
우정바이오,215380
우주일렉트로,065680
우진비앤지,018620
우진엔텍,457550
워트,396470
원바이오젠,307280
원익,032940
원익IPS,240810
원익QnC,074600
원익머트리얼즈,104830
원익큐브,014190
원익피앤이,217820
원익홀딩스,030530
원일특강,012620
원일티엔아이,136150
원준,382840
원텍,336570
원티드랩,376980
원풍,008370
원풍물산,008290
월덱스,101160
웨이버스,336060
웨이브일렉트로,095270
웨이비스,289930
웰크론,065950
웰크론한텍,076080
웰킵스하이텍,043590
웹스,196700
웹젠,069080
웹케시,053580
위너스,479960
위니아,071460
위니아에이드,377460
위닉스,044340
위더스제약,330350
위드텍,348350
위메이드,112040
위메이드맥스,101730
위메이드플레이,123420
위세아이텍,065370
위즈코프,038620
위지윅스튜디오,299900
위지트,036090
위츠,459100
윈스테크넷,136540
윈팩,097800
윈하이텍,192390
윙스풋,335870
윙입푸드,900340
유니셈,036200
유니슨,018000
유니온바이오메트릭스,203450
유니크,011320
유니테스트,086390
유니테크노,241690
유니트론텍,142210
유디엠텍,389680
유라클,088340
유라테크,048430
유바이오로직스,206650
유비벨록스,089850
유비온,084440
유비케어,032620
유비쿼스,264450
유비쿼스홀딩스,078070
유성티엔에스,024800
유신,054930
유아이디,069330
유아이엘,049520
유안타제11호스팩,444920
유안타제12호스팩,446150
유안타제13호스팩,449020
유안타제14호스팩,450940
유안타제15호스팩,473050
유안타제16호스팩,474490
유안타제17호스팩,493790
유에스티,263770
유일로보틱스,388720
유일에너테크,340930
유진기업,023410
유진로봇,056080
유진스팩10호,468760
유진스팩11호,488060
유진스팩9호,442130
유진테크,084370
유진테크놀로지,240600
유투바이오,221800
유티아이,179900
유틸렉스,263050
육일씨엔에쓰,191410
윤성에프앤씨,372170
율촌,146060
율호,072770
이건홀딩스,039020
이글루,067920
이글벳,044960
이노뎁,303530
이노룰스,296640
이노메트리,302430
이노스페이스,462350
이노시뮬레이션,274400
이노와이어리스,073490
이노인스트루먼트,215790
이노진,344860
이녹스,088390
이녹스첨단소재,272290
이니텍,053350
이닉스,452400
이랜시스,264850
이랜텍,054210
이렘,009730
이루온,065440
이미지스,115610
이베스트스팩6호,478110
이브이첨단소재,131400
이삭엔지니어링,351330
이상네트웍스,080010
이수앱지스,086890
이스트소프트,047560
이스트아시아홀딩스,900110
이스트에이드,239340
이씨에스,067010
이에이트,418620
이엔셀,456070
이엔에프테크놀로지,102710
이엘씨,041520
이엘피,063760
이엠넷,123570
이엠앤아이,083470
이엠코리아,095190
이엠텍,091120
이오테크닉스,039030
이오플로우,294090
이원컴포텍,088290
이지바이오,353810
이지케어텍,099750
이지트로닉스,377330
이지홀딩스,035810
이크레더블,092130
이트론,096040
이퓨쳐,134060
이화공영,001840
이화전기,024810
인바디,041830
인바이오,352940
인베니아,079950
인벤티지랩,389470
인산가,277410
인선이엔티,060150
인성정보,033230
인스웨이브,450520
인스피언,465480
인지디스플레,037330
인지소프트,100030
인카금융서비스,211050
인콘,083640
인크레더블버즈,064090
인크로스,216050
인탑스,049070
인터로조,119610
인터엠,017250
인터플렉스,051370
인텍플러스,064290
인텔리안테크,189300
인트로메딕,150840
인트론바이오,048530
인포바인,115310
인포뱅크,039290
인피니트헬스케어,071200
인화정공,101930
일승,333430
일신바이오,068330
일월지엠엘,178780
일지테크,019540
일진파워,094820
잉글우드랩,950140
잉크테크,049550
자람테크놀로지,389020
자비스,254120
자연과환경,043910
자이글,234920
자이언트스텝,289220
장원테크,174880
재영솔루텍,049630
저스템,417840
전진바이오팜,110020
정다운,208140
정상제이엘에스,040420
정원엔시스,045510
제너셈,217190
제넥신,095700
제넨바이오,072520
제노레이,122310
제노코,361390
제놀루션,225220
제닉,123330
제닉스,381620
제로투세븐,159580
제룡산업,147830
제룡전기,033100
제우스,079370
제이브이엠,054950
제이스코홀딩스,023440
제이스텍,090470
제이씨케미칼,137950
제이씨현시스템,033320
제이아이테크,417500
제이앤티씨,204270
제이에스링크,127120
제이에스티나,026040
제이엔비,452160
제이엔케이글로벌,126880
제이엘케이,322510
제이엠아이,033050
제이엠티,094970
제이오,418550
제이투케이바이오,420570
제이티,089790
제일바이오,052670
제일엠앤에스,412540
제일일렉트릭,199820
제일테크노스,038010
제주반도체,080220
제테마,216080
젝시믹스,337930
젠큐릭스,229000
젬백스,082270
조광ILI,044060
조아제약,034940
조이시티,067000
좋은사람들,033340
주성엔지니어링,036930
중앙백신,072020
중앙에너비스,000440
중앙첨단소재,051980
지노믹트리,228760
지놈앤컴퍼니,314130
지니너스,389030
지니언스,263860
지니틱스,303030
지더블유바이텍,036180
지란지교시큐리티,208350
지씨셀,144510
지아이이노베이션,358570
지아이텍,382480
지앤비에스 에코,382800
지어소프트,051160
지에스이,053050
지엔씨에너지,119850
지엔코,065060
지엘팜텍,204840
지오엘리먼트,311320
지투파워,388050
진로발효,018120
진매트릭스,109820
진바이오텍,086060
진성티이씨,036890
진시스템,363250
진양제약,007370
진영,285800
차바이오텍,085660
차백신연구소,261780
차이커뮤니케이션,351870
참좋은여행,094850
창해에탄올,004650
천보,278280
청담글로벌,362320
체리부로,066360
초록뱀미디어,047820
칩스앤미디어,094360
카스,016920
카이노스메드,284620
카카오게임즈,293490
카티스,140430
카페24,042000
캐리,313760
캐리소프트,317530
캐스텍코리아,071850
캔버스엔,210120
캠시스,050110
캡스톤파트너스,452300
컨텍,451760
컬러레이,900310
컴투스,078340
컴투스홀딩스,063080
컴퍼니케이,307930
케스피온,079190
케어랩스,263700
케어젠,214370
케이디켐,221980
케이바이오,038530
케이사인,192250
케이쓰리아이,431190
케이씨에스,115500
케이씨티,089150
케이씨피드,025880
케이아이엔엑스,093320
케이알엠,093640
케이에스피,073010
케이엔더블유,105330
케이엔솔,053080
케이엔알시스템,199430
케이엔에스,432470
